ticker,period,oldest_date,newest_date,shares,eps,sps
AAPL,Q3 2009,2009-03-29,2009-06-27,893712000.0,1.3751633635891651,9.328508512809496
AAPL,Q4 2009,2009-06-28,2009-09-26,1671000.0,996.4093357271095,5906.642728904847
AAPL,Q1 2010,2009-09-27,2009-12-26,903542000.0,3.73861978745869,17.357245152964666
AAPL,Q2 2010,2009-12-27,2010-03-27,907548000.0,3.3871486687205525,14.874144397872069
AAPL,Q3 2010,2010-03-28,2010-06-26,912197000.0,3.566115652649592,17.211194511711835
AAPL,Q4 2010,2010-06-27,2010-09-25,1699000.0,2535.609181871689,11973.513831665685
AAPL,Q1 2011,2010-09-26,2010-12-25,919294000.0,6.531098864998575,29.08862670701647
AAPL,Q2 2011,2010-12-26,2011-03-26,923196000.0,6.4850800913348845,26.719136564716486
AAPL,Q3 2011,2011-03-27,2011-06-25,926108000.0,7.891088296397396,30.85061353535441
AAPL,Q4 2011,2011-06-26,2011-09-24,1341000.0,4938.851603281133,21081.282624906788
AAPL,Q1 2012,2011-09-25,2011-12-31,931041000.0,14.031605482465327,49.76472572099403
AAPL,Q2 2012,2012-01-01,2012-03-31,933582000.0,12.448826134179965,41.973816975905706
AAPL,Q3 2012,2012-04-01,2012-06-30,936596000.0,9.421351361739747,37.393924381483586
AAPL,Q4 2012,2012-07-01,2012-09-29,1146000.0,7175.392670157068,31383.94415357766
AAPL,Q1 2013,2012-09-30,2012-12-29,938916000.0,13.928828564003595,58.05844186274385
AAPL,Q2 2013,2012-12-30,2013-03-30,939629000.0,10.160393091315829,46.404485174467794
AAPL,Q3 2013,2013-03-31,2013-06-29,918618000.0,7.5112832537572745,38.45232730035771
AAPL,Q4 2013,2013-06-30,2013-09-28,-7057000.0,-1064.4749893722544,-5309.9050588068585
AAPL,Q1 2014,2013-09-29,2013-12-28,896072000.0,14.58811345516878,64.27385299395584
AAPL,Q2 2014,2013-12-29,2014-03-29,874757000.0,11.686674127786345,52.18134864882476
AAPL,Q3 2014,2014-03-30,2014-06-28,6012635000.0,1.2886197149835306,6.225556681887392
AAPL,Q4 2014,2014-06-29,2014-09-27,-50575000.0,-167.4147305981216,-832.8818586258033
AAPL,Q1 2015,2014-09-28,2014-12-27,5843082000.0,3.08467346513364,12.767063683172681
AAPL,Q2 2015,2014-12-28,2015-03-28,5793799000.0,2.3419866653986445,10.012428805348614
AAPL,Q3 2015,2015-03-29,2015-06-27,5729886000.0,1.8633878579783263,8.65724030111594
AAPL,Q4 2015,2015-06-28,2015-09-26,-35501000.0,-313.34328610461677,-1450.6915298160616
AAPL,Q1 2016,2015-09-27,2015-12-26,5558930000.0,3.3029737737298364,13.648669797964716
AAPL,Q2 2016,2015-12-27,2016-03-26,5514381000.0,1.9070136793232095,9.168209450888504
AAPL,Q3 2016,2016-03-27,2016-06-25,5443058000.0,1.432283102623562,7.78202253218687
AAPL,Q4 2016,2016-06-26,2016-09-24,-34636000.0,-260.24945143781036,-1352.6966162374408
AAPL,Q1 2017,2016-09-25,2016-12-31,5298661000.0,3.376513424806758,14.786943342855865
AAPL,Q2 2017,2017-01-01,2017-04-01,5225791000.0,2.110493894608491,10.122104003011218
AAPL,Q3 2017,2017-04-02,2017-07-01,5195088000.0,1.6779311534280075,8.740564163686928
AAPL,Q4 2017,2017-07-02,2017-09-30,-22605000.0,-473.96593673965936,-2325.989825259898
AAPL,Q1 2018,2017-10-01,2017-12-30,5112877000.0,3.924404987641987,17.26875103782078
AAPL,Q2 2018,2017-12-31,2018-03-31,5024877000.0,2.7507140970813815,12.166864979978614
AAPL,Q3 2018,2018-04-01,2018-06-30,4882167000.0,2.3594031093160064,10.910114299654232
AAPL,Q4 2018,2018-07-01,2018-09-29,-51263000.0,-275.53986305912645,-1227.0058326668357
AAPL,Q1 2019,2018-09-30,2018-12-29,4735820000.0,4.215742996988906,17.802619187384657
AAPL,Q2 2019,2018-12-30,2019-03-30,4674071000.0,2.4734326885492326,12.412092156922734
