ticker,period,oldest_date,newest_date,shares,eps,sps
AAPL,Q3 2019,2019-03-31,2019-06-29,4570633000.0,2.1975074349657913,11.772767579457813
AAPL,Q4 2019,2019-06-30,2019-09-28,-42341000.0,-323.2328003589901,-1512.4819914503673
AAPL,Q1 2020,2019-09-29,2019-12-28,4415040000.0,5.036420961078496,20.796867072552004
AAPL,Q2 2020,2019-12-29,2020-03-28,4360101000.0,2.5799861058264475,13.374231468491212
AAPL,Q3 2020,2020-03-29,2020-06-27,4312573000.0,2.609347134529665,13.839765726864218
AAPL,Q4 2020,2020-06-28,2020-09-26,12989548000.0,0.9756305608170508,4.980773772882628
AAPL,Q1 2021,2020-09-27,2020-12-26,16935119000.0,1.6979508676614554,6.5803493911085
AAPL,Q2 2021,2020-12-27,2021-03-27,16753476000.0,1.410453567964045,5.347188846063945
AAPL,Q3 2021,2021-03-28,2021-06-26,16629371000.0,1.3075659927245595,4.896998208771697
AAPL,Q4 2021,2021-06-27,2021-09-25,-71384000.0,-287.8936456348762,-1167.7686876611006
AAPL,Q1 2022,2021-09-26,2021-12-25,16391724000.0,2.11265148193076,7.561437710883858
AAPL,Q2 2022,2021-12-26,2022-03-26,16278802000.0,1.5363538422544853,5.975746863927702
AAPL,Q3 2022,2022-03-27,2022-06-25,16162945000.0,1.2028748473746584,5.132666107568887
AAPL,Q4 2022,2022-06-26,2022-09-24,-61861000.0,-334.960637558397,-1457.2347682708007
AAPL,Q1 2023,2022-09-25,2022-12-31,15892723000.0,1.887530538347645,7.371549859643309
AAPL,Q2 2023,2023-01-01,2023-04-01,15787154000.0,1.5303581633523053,6.007162532271491
AAPL,Q3 2023,2023-04-02,2023-07-01,15697614000.0,1.2664982079442137,5.210791907610927
AAPL,Q4 2023,2023-07-02,2023-09-30,-48266000.0,-475.6143040649733,-1854.2659428997638
AAPL,Q1 2024,2023-10-01,2023-12-30,15509763000.0,2.186751660873219,7.709660038003159
AAPL,Q2 2024,2023-12-31,2024-03-30,15405856000.0,1.5342217920250585,5.890811909445343
AAPL,Q3 2024,2024-03-31,2024-06-29,15287521000.0,1.40297436059123,5.610916249926983
AAPL,Q4 2024,2024-06-30,2024-09-28,-57264000.0,-257.3344509639564,-1657.7605476390054
